09:48:59,2023-01-22,ОК «Південь»: У Чорному морі 4х носіїв ракет типу «Калібр». Загальний боєзапас до 32 ракет.  
19:42:39,2023-01-21," Станом на кінець поточного тижня борти стратегічної авіації розосереджені територією рф нерівномірно. Найбільша авіаційна група Ту-95 (~25 од.) знаходиться на далекому сході — аеродром ""Українка"", Амурська область.  Більшість Ту-22м3 (~25 од.) перебазовані на північ — аеродром ""Олен' я"", Мурманська область. На аеродромах найближчого до України розташування ""Енгельс/Дягілєво"" кількість бортів Ту загалом не перевищує 10 од. Таке угруповання може виконувати бойові завдання самостійно, або з залученням додаткових бортів з аеродромів у межах 4-годинної досяжності, як це було 14.01.23  "
19:36:56,2023-01-21, Відбій по областях.
19:04:59,2023-01-21, Загроза застосування наземних пускових комплексів БРК/ОТРК вздовж лінії фронту на Півдні та Сході.  
11:34:01,2023-01-21, ОК «Південь»: У Чорному морі 5х носіїв ракет типу «Калібр». Загальний боєзапас до 36 ракет.  
16:06:46,2023-01-20, Відбій загрози на Півдні.
15:34:17,2023-01-20, Загроза застосування наземних пускових комплексів БРК/ОТРК на Півдні  
14:26:35,2023-01-20, Відбій по областях.
13:48:00,2023-01-20, Запорізька область — робота ППО.  
13:20:36,2023-01-20," Загроза БпЛА типу ""Шахід"" на Півдні.  "
12:39:56,2023-01-20," Над територією Білорусі активність тактичної авіації рф.  МіГ-31К потенційний носій гіперзвукової ракети ""Кинджал"", яку наші засоби ППО не можуть перехопити. Тому тривоги оголошені по всіх областях України.  МіГ-31К зазвичай супроводжує винищувач Су-30СМ.  Рейси тренувальні та демонстраційні. Інформація у повідомленні оновлюється.  "
11:32:14,2023-01-20," Тренування стратегічної авіації рф. Командування REA4 активно надсилає шифрограми. Інформація не підлягає дешифровці, зміст повідомлень знають тільки відправник та отримувач.  "
09:51:34,2023-01-20, Відбій по областях.
09:50:02,2023-01-20, Також активність тактичної авіації вздовж узбережжя Азовського моря.  
09:29:11,2023-01-20, Загроза застосування наземних пускових комплексів ОТРК/ЗРК з тимчасово окупованих територій на Сході.  
09:27:01,2023-01-20," Вибухи у Краматорську, Донеччина.  "
01:08:35,2023-01-20,Загроза застосування наземних пускових комплексів ОТРК на північному сході.  01:27 Відбій.  
12:43:23,2023-01-19, Активність тактичної авіації вздовж лінії фронту. 13:09 Відбій.  
11:46:28,2023-01-19, Початок відбою тривог.
11:34:07,2023-01-19," Командування стратегічної авіації РФ de REA4 активно надсилає шифрограми. Інформація не підлягає дешифровці, зміст повідомлень знають тільки відправник та отримувач. Ймовірно, це пов'язано із спільними навчаннями рф та Республіки Білорусь або поточними операціями.  "
10:05:38,2023-01-19," Над територією Білорусі активність тактичної авіації рф.  МіГ-31К потенційний носій гіперзвукової ракети ""Кинджал"", яку наші засоби ППО не можуть перехопити. Тому тривоги оголошені по всіх областях України.  МіГ-31К зазвичай супроводжує винищувач Су-30СМ.  Рейси тренувальні та демонстраційні. Інформація у повідомленні оновлюється.  10:00 Мачулищі, Зліт МіГ-31К RF92215   10:07 Мачулищі, Зліт МіГ-31К RF92445  09:58 Мачулищі, Зліт ДРЛC А-50У RF50608  10:44 Мачулищі, Зліт МіГ-31К RF95194  "
08:59:20,2023-01-19, ОК «Південь»: У Чорному морі 6х носіїв ракет типу «Калібр». Загальний боєзапас до 40 ракет.  
08:08:04,2023-01-19, Очаків — загроза РСЗВ. 08:21 Відбій.  
06:57:48,2023-01-19, Відбій загрози.
06:42:23,2023-01-19,Загроза застосування наземних пускових комплексів БРК/ОТРК вздовж акваторії Чорного моря.  
13:09:42,2023-01-18,Жахлива авіакатастрофа у Києві Висловлюємо глибокі співчуття родинам загиблих. Вся Україна сумує разом з вами... Тримаймося...
07:31:53,2023-01-17,"Імовірно відбувається транспортування декількох бортів стратегічної авіації Ту-95 з бази ""Українка"" на далекому сході у західний регіон рф, Енгельс/Дягілєво.  "
13:53:11,2023-01-16,Зробити внесок у допомогу постраждалим дніпрянам ви можете також тут.
01:05:52,2023-01-15," 14 січня 2023 року із п’яти дальніх бомбардувальників Ту-22м3 ВКС РФ по території України було випущено п’ять крилатих ракет Х-22. Пуски здійснювались із Курської області та з акваторії Азовського моря.  Одна із ракет Х-22, запущена з району Курської області близько 15 год. 30 хв. 14 січня 2023 року, влучила в багатоповерхівку у м. Дніпро (по вул. Набережна Перемоги).  Радіолокаційними засобами виявлено приблизне місце запуску, висота, швидкість польоту. Жодних сумнівів, що це була саме ракета Х-22 – немає.  У Збройних Силах України немає вогневих засобів, здатних збивати даний тип ракет. З початку воєнної агресії росії по території України було випущено понад 210 ракет цього типу. Жодна – не збита засобами протиповітряної оборони.  Маса бойової частини Х-22 – близько 950 кг. Максимальна дальність – до 600 км.  При застосуванні із великих відстаней відхилення від ціль може становити сотні метрів.  Лише зенітні ракетні комплекси, які у перспективі можуть бути надані Україні західними партнерами (йдеться про такі системи, як Patriot PAC-3 чи SAMP-T), здатні перехоплювати дані повітряні цілі.  Будь ласка, звертайте увагу на офіційні заяви представників Повітряних Сил, МО, ГШ, видів та родів ЗС України і перевіряйте будь-які ""гучні"" повідомлення, які тиражуються з інших джерел. Інформація – зброя!  Командувач Повітряних Сил Збройних Сил України генерал-лейтенант Микола ОЛЕЩУК"
23:40:43,2023-01-14,"На Дніпро було поцілено мінімум дві надзвукові ракети х-22 з Північного напрямку. Влучила в дім явно не та, яку ""збили"".  Повідомлення виправлено, додані лапки, як цитування."
23:01:24,2023-01-14,"Стосовно каналу, він якийсь час буде працювати в обмеженому режимі - з ситуаціями бойового вильоту стратегічної авіації, як сьогодні, по можливості.  Про тренування стратегічної авіації, польоти тактичної авіації над Україною, запуски С-300, РСЗВ повідомлень тимчамово не буде.  Ми повернемось до звичного режиму через час, дякую за довіру та розуміння."
20:19:05,2023-01-14,"14 січня російські окупаційні війська завдали масованого ракетного удару по об’єктах критичної інфраструктури.  Близько 13.00  ворог здійснив пуски крилатих ракет Х-101/Х-555 із восьми стратегічних бомбардувальників Ту-95мс з району Каспійського моря та ракет «Калібр» із надводних кораблів та підводних човнів з акваторії Чорного моря. Усього – 23 крилаті ракети повітряного та морського базування.  В той же час в повітряному просторі на різних напрямках спостерігалась активність ворожої тактичної авіації.  Із винищувачів Су-35 здійснено 5 пусків керованих авіаційних ракет Х-59, збито – 3.  Також випущено п’ять крилатих ракет Х-22 із п’яти дальніх бомбардувальників Ту-22м3 (одна із цих ракет влучила в багатоповерхівку у м. Дніпро).  Протиповітряна оборона працювала у зоні відповідальності усіх повітряних командувань – «Центр», «Південь», «Схід» та «Захід».  Станом на 18. 30 на сході та півдні країни протиповітряний бій триває. Ворог продовжує атакувати з літаків тактичної авіації. Випущено ще п’ять керованих авіаційних ракет Х-59, чотири з яких збито нашою ППО!   Тож загалом на цей час знищено 25 із 38 ракет різних типів. Зокрема 18 крилатих ракет повітряного та морського базування Х-101/Х-555 та «Калібр», сім керованих авіаційних ракет Х-59.  Співчуття родинам загиблих! Тримаймо стрій! Смерть ворогам! --------------------------------- Як ми повідомляли раніше, ранок 14 січня розпочався із підступного удару по Києву. Столицю України атаковано з північного напрямку зенітними керованими ракети ЗРК С-400/С-300, які летіли по балістичній траєкторії.  Командування ПС"
18:09:09,2023-01-14,"На скільки я можу зрозуміти, запускають авіаційні тактичною авіацією. Збиваємо."
18:03:55,2023-01-14, Кривий Ріг - вибухи.
17:44:22,2023-01-14,Зберігається загроза запусків ракет флотом рф у Чорному морі.  Тактична авіація також активна в Азовському морі.  
17:02:53,2023-01-14, Початок відбою тривог.
16:31:57,2023-01-14,Не покидайте безпечних місць до кінця повітряної тривоги. Крилаті ракети ще у повітряному просторі. Це також стосується регіонів до яких дістає С-300 та РСЗВ.
16:18:23,2023-01-14,Це результат цих запусків. Можливо частина десь ще загубилась. Періодично до Києва долітає.
16:11:37,2023-01-14, Київщина — працює ППО.  
16:05:47,2023-01-14,Тримаємо стрій. Ворог сплатить за все.
15:45:05,2023-01-14, Радіограми запусків ракет стратегічною авіацією. Очікуємо зі сходу.  
15:43:47,2023-01-14,"Є випадки влучань, не сповіщаємо де саме, очікуйте звіти від місцевої влади."
15:39:29,2023-01-14, Дніпропетровщина — працює ППО.  
15:39:05,2023-01-14," Харківщина під обстрілом С-300 з Білгородщини, рф."
15:37:01,2023-01-14," Активність стратегічної авіації на аеродромі «Шайківка», місце базування Ту-22м3.  "
15:31:39,2023-01-14,"→ Тернопільщина, проліт 3х ракет на захід."
15:28:59,2023-01-14,Дніпропетровщина — попередньо робота ППО.
15:26:39,2023-01-14, Повідомляють про вибух у Кривому Розі. Уточнюємо.
15:26:05,2023-01-14, Вінниччина — ще працює ППО.  
15:23:47,2023-01-14,"→ Кам'янець-Подільський, проліт 2х ракет на захід.  "
15:12:19,2023-01-14, Вінниччина — працює ППО. Близько 3х ракет ще рухаються впритул до кордону Молдови.  
15:06:13,2023-01-14, Одещина — працює ППО.  
15:03:53,2023-01-14,"У бік Одеси декілько, будьте в укриттях."
15:01:46,2023-01-14,Близько 5 одиниць прямують на Вінниччину.
15:00:47,2023-01-14, Південь — працює ППО.  
14:57:15,2023-01-14,→ 2х ракети у напрямку Одещини.  
14:54:46,2023-01-14, Миколаївщина — працює ППО.  
14:53:58,2023-01-14,"→ Курс Північний Захід, Вінниччина."
14:53:27,2023-01-14, близько 6х ракет Калібр над Миколаївщиною.  
14:52:13,2023-01-14, ОК «Південь»: У Чорному морі 5х носіїв ракет типу «Калібр». Загальний боєзапас до 36 ракет.  
14:48:36,2023-01-14,→ Перші ракети на Півдні.
14:41:16,2023-01-14, Радіограми бойвого запуску ракет. Не ігноруйте сигналів тривоги.  
14:28:23,2023-01-14," Стратегічна авіація ще у повітрі, комунікують на тренувальних частотах.   Активність винищувачів над Азовським морем/ Кримом.  "
14:01:05,2023-01-14, ОК «Південь»: У Чорному морі 4х носіїв ракет типу «Калібр». Загальний боєзапас до 28 ракет.  
13:20:11,2023-01-14,"Стратегічна авіація ще у повітрі, частина активна на тренувальних частотах. Ті хто сповіщав про електронні пуски дуже випереджають реальність. UPD. Відбій по областях.  "
12:18:47,2023-01-14, ОК «Південь»: У Чорному морі 3х надводних та підводних носіїв ракет типу «Калібр». Загальний боєзапас до 20 ракет.  
10:43:26,2023-01-14,"Станом на зараз:  — Є точна інформація про виліт 7х Ту-95 з Оленегорська, Мурманської області, рф.  — Також повідомляється головою Миколаївської ОВА про наявність 17 ""Ту"" без уточнення моделі, ймовірно в тому ж регіоні.  — Є активність передавачів на бойових частотах.  Точнішої інформації зараз немає.  На мій погляд, це може бути бойова місія в поєднанні з перекиданням авіації з півночі на аеродроми в центральних областях рф. Відразу ж відмітайте прогнози щодо кількості ракет - не більше ніж зазвичай. Загрозу ракетного обстрілу варто мати на увазі, явною індикацією якої буде тривога на всій території України.  "
09:35:59,2023-01-14, Було чутно вибухи у Києві. Оголошено повітряну тривогу.
09:14:20,2023-01-14," Активність стратегічної авіації рф. Ту-95.  09:08 зліт борту 94243; Диспетчер: Католік; 09:50 без змін; 10:00 Є інформація про 7х Ту-95 які рухаються у південному напрямку з аеродрому Олен'є, Мурманської області рф. 12:00 без змін. Курс південний схід;  Інформація про статус польоту оновлюється у цьому пості.  "
08:38:19,2023-01-14, Активність голосової мережі стратегічної авіації рф на бойових частотах. Ввімкнено трансміттер. Є ймовірність бойового вильоту сьогодні.  
09:40:52,2023-01-10,"Наші позначки дійшли до Офіса Президента, не може не радувати.  Андріє, "
04:15:47,2023-01-08, Відбій по областях.
03:45:18,2023-01-08,Повітряна тривога на сході та в центральних областях. Активності тактичної авіації не спостерігається.  
01:10:41,2023-01-08, Відбій по областях.
23:18:08,2023-01-07,По Сходу працюють ЗРК та ОТРК.
23:10:13,2023-01-07," Вибухи у Краматорську, Донеччина.  "
23:09:47,2023-01-07,Харківщина під обстрілом ЗРК С-300 із Білгородської області рф.  
23:02:10,2023-01-07, Відбій по областях.
22:53:10,2023-01-07,"Джанкой, Крим - чутно вибухи.  "
22:21:52,2023-01-07," Запоріжжя під обстрілом ЗРК/РСЗВ, можливо з касетними складовими.  "
16:11:33,2023-01-07, Відбій по областях.
15:44:00,2023-01-07,"Повітряна тривога на сході. Активності тактичної авіації не спостерігається.  Ймовірно, загроза застосування ОТРК/РСЗВ вздовж лінії фронту.  "
14:09:12,2023-01-07, Відбій по областях.
13:36:16,2023-01-07,"Повітряна тривога на сході, без авіації.  "
10:12:36,2023-01-07, Активність ворожої авіації вздовж кордонів східних областей.  
08:37:28,2023-01-07,"🤚 Міністр оборони опублікував інфографіку з наявних залишків ракет у рф.  Іскандер балістичний 800 було станом на початок війни (+36 виготовлено) 744 витрачено 92 залишилось  Іскандер крилатий 100 було станом на початок війни (+20 виготовлено) 68 витрачено 52 залишилось  Калібр. 500 було станом на початок війни (+150 виготовлено) 591 витрачено 59 залишилось.  Х-101/55 444 було станом на початок війни (+290 виготовлено) 616 витрачено 118 залишилось.  Х-22/32 370 було станом на початок війни 208 витрачено 162 залишилось.  Х-47м2 ""Кинджал"" 43 було станом на початок війни (+20 виготовлено) 10 витрачено 53 залишилось.  Онікс 470 було станом на початок війни 144 витрачено 326 залишилось.  С-300 8000 було станом на початок війни (+470 виготовлено) 1328 витрачено 6672 залишилось.  Х-29/31/35/58/59 500 було станом на початок війни (+450 виготовлено) 638 витрачено 312 залишилось.  "
05:35:08,2023-01-07, Відбій по областях.
05:15:01,2023-01-07,"Повітряна тривога на північному сході, без авіації.  "
23:44:26,2023-01-06,Тихої ночі. Із прийдешнім святом!
21:46:37,2023-01-06, Відбій по областях.
21:14:00,2023-01-06, Активність ворожої авіації вздовж кордонів східних областей.  
14:40:12,2023-01-06, Відбій по областях. МіГ-31К ВПС рф RF92215 сів у Мачулищах.
14:01:08,2023-01-06,"ДРЛС НАТО Boeing E-8C також уважно спостерігає за ситуацією вздовж Білорусі. UPD. Оновив, бо всі хочуть побачити два літаки, Boeing E-3A Sentry також.  "
12:41:33,2023-01-06," Над територією Білорусі активність тактичної авіації рф.  МіГ-31К потенційний носій гіперзвукової ракети ""Кинджал"", яку наші засоби ППО не можуть перехопити. Тому тривоги оголошені по всіх областях України.  МіГ-31К зазвичай супроводжує винищувач Су-30СМ.  Інформація у повідомленні оновлюється.  12:40 Мачулищі. Зліт МіГ-31К ВПС рф RF92215  "
12:34:42,2023-01-06,"2:16 Мачулищі, зліт борта ДРЛС А-50У RF50608"
12:16:38,2023-01-06," Тренування стратегічної авіації рф, Ту-22м3  У небі борт 42498 Авіадиспетчер: Католік;  13:00 Рейс закінчено.  Інформація про статус польоту оновлюється у цьому пості.  "
10:38:41,2023-01-06,З огляду на кількість монолітів виглядає як запудрювання мізків нашій розвідці. Можу тільки поспівчувати.
10:07:22,2023-01-06,Південь — повітряна тривога. Причини з'ясовую. upd. Крим — активність тактичної авіації.  
09:47:02,2023-01-06,Командування стратегічною авіацією рф de REA4 перейшло до надсилання шифрограм/монолітів. Це може бути будь-яка інформація.  
09:30:57,2023-01-06, Відбій на сході. 09:39 Відбій по країні.
09:04:21,2023-01-06," Крим, зліт тактичної авіації. Су-30.  "
09:02:34,2023-01-06, Активність голосової мережі стратегічної авіації рф. Ввімкнено приймачі на бойових частотах. Поки тиша. 10:20 тиша  
08:54:30,2023-01-06, Вибухи у Краматорську.  
02:35:03,2023-01-06, Відбій по областях.
02:06:12,2023-01-06,"Схід — повітряна тривога, без авіації.  "
00:20:54,2023-01-06, Відбій по областях.
00:14:26,2023-01-06,"Якщо по Запоріжжю не прилетіло, то це не означає, що пусків не було. Досить писати мені маячню, майже рік війна, прийдіть до тями вже. Наступний раз буде бан."
00:08:57,2023-01-06,Обстріл Запоріжжя з ЗРК С-300 з окупованих територій.
00:06:24,2023-01-06, Відбій по областях. Тривога оголошувалась через швидкий повітряний об'єкт.
23:27:43,2023-01-05, Активність тактичної авіації вздовж лінії фронту.  
22:10:42,2023-01-05," Ураження скупчення ворога у Токмаку, Запорізької області.  "
22:04:14,2023-01-05, Херсонщина - вибухи. UPD. Вибухи і у Херсоні.
21:59:22,2023-01-05, Помічено рух пускових РСЗВ на лівобережжі Херсонщини.  
03:51:15,2023-01-05,Тимчасово офлайн.  У разі ракетних атак — повідомлю.  Дякую за розуміння.
00:38:53,2023-01-05,Західне узбережжя Криму — досі працює ППО.  
23:01:51,2023-01-04," З 11.00 по 16.00 4-го січня 2023 року на східному напрямку підрозділами зенітних ракетних військ Повітряних Сих Збройних Сил України знищено російський штурмовик Су-25, ударний вертоліт Ка-52, та БпЛА оперативно-тактичного рівня «Орлан-10».   Командування ПС."
22:48:16,2023-01-04,"Мис Фіолент, Крим — повідомляють про звуки вибухів і пожежу.  "
22:14:28,2023-01-04," Харківщина під обстрілом ЗРК С-300 з Білгородської області, рф.  "
22:04:35,2023-01-04, Місцеві мешканці все одно повідомляють про наявність БпЛА над Запоріжжям. Повітряна тривога не оголошена.  
22:00:31,2023-01-04,Запоріжжя — помилково сповістив про БпЛА.  Це було ЗРК/ОТРК в області.  
21:17:13,2023-01-04, Активність голосової мережі стратегічної авіації рф. Перевірка зв'язку тренувальних частот.  
11:24:19,2023-01-04,Активність ворожої авіації в акваторії Азовського моря.  
10:39:07,2023-01-04," Над територією Білорусі активність тактичної авіації рф.  МіГ-31К потенційний носій гіперзвукової ракети ""Кинджал"", яку наші засоби ППО не можуть перехопити. Тому тривоги оголошені по всіх областях України.  МіГ-31К зазвичай супроводжує винищувач Су-30СМ.  Рейси тренувальні та демонстраційні. Інформація у повідомленні оновлюється.  10:02 Мачулищі, зліт ДРЛС, А-50У RF50608 10:30 Мачулищі, зліт МіГ-31К, RF92445  "
05:19:38,2023-01-04,"Аеродром Бельбек, Крим — звуки вибухів.  "
01:25:48,2023-01-04, Відбій на північному сході. Південь — авіація активна.  01:51 Відбій по всіх областях.
00:53:09,2023-01-04, Активність тактичної авіації вздовж лінії фронту.  
23:57:43,2023-01-03, Відбій по областях.
23:27:04,2023-01-03, Активність тактичної авіації вздовж лінії фронту.  
23:24:01,2023-01-03, Відбій по областях.
22:49:17,2023-01-03, Вибухи у Запоріжжі. Оголошена повітряна тривога.
22:47:57,2023-01-03, Окремі райони Донеччини під обстрілом з ЗРК/ОТРК.  
21:49:25,2023-01-03, Курська та Ростовська області рф — працює вороже ППО.  
21:33:42,2023-01-03," За інформацією «Білоруські Гаюн», о 21:25 на аеродром у Мачулищах приземлився борт ДРЛС Іл-76 А-50У з реєстраційним номером RF-50608. Попереднього разу цей борт прилітав до Білорусі 24 лютого 2022 року."
18:52:18,2023-01-03, Активність голосової мережі стратегічної авіації рф. Перевірка зв'язку тренувальних частот.  
15:47:14,2023-01-03, Відбій на півдні.
15:22:21,2023-01-03, Відбій на сході. Авіація лишається активною.
15:18:13,2023-01-03, Імовірність запуску ракет із акваторії Чорного моря  / БПЛА з окупованих територій.  
15:17:11,2023-01-03,"Джанкой, Крим - працює вороже ППО.  "
14:54:10,2023-01-03, Дніпропетровщина - відпрацювання ППО.  
14:46:11,2023-01-03," Вибухи у Краматорську, Донеччина.  "
13:40:18,2023-01-03, Відбій по областях.
13:06:14,2023-01-03, Активність ворожої авіації вздовж кордонів східних областей та Азовського моря.  
01:11:32,2023-01-03, Відбій по областях.
23:38:29,2023-01-02," Дружківка, Краматорськ під обстрілом.  "
23:33:09,2023-01-02," Краматорськ, Донеччина - вибухи.  "
23:20:37,2023-01-02,"Від початку року минуло лише два дні, а рахунок збитих іранських дронів над Україною – вже більше вісімдесяти.   Найближчим часом ця кількість може зрости. Ми маємо інформацію, що Росія планує тривалу атаку «Шахедами». Її ставка може бути на виснаження. На виснаження наших людей, нашої ППО, нашої енергетики. Але маємо зробити – і зробимо все, – щоб і ця мета терористів зазнала провалу, як і всі інші.  Хочу сьогодні відзначити за успішний захист неба цими днями Повітряні командування «Центр», «Південь» та «Схід». А особливо – бійців 96-ї Київської, 208-ї Херсонської і 138-ї Дніпровської зенітних ракетних бригад, 301-го Нікопольського зенітного ракетного полку Повітряних сил, а також воїнів 39-го зенітного ракетного полку Сухопутних військ. Дякую, звичайно, пілотам наших винищувачів та бійцям мобільних вогневих груп.  Дякую всім, хто чергуватиме цієї ночі на бойових постах! Дякую всім, хто воює за Україну! Дякую всім, хто допомагає! Слава Україні!"
23:07:28,2023-01-02, Відбій по областях.
23:00:59,2023-01-02," Курська область, рф - повідомляють про вибухи.  "
20:56:35,2023-01-02," Сімферополь, Крим - також працює вороже ППО.  "
20:51:22,2023-01-02, Відбій по областях.
20:51:03,2023-01-02,"Севастополь, Крим - працює вороже ППО.  "
